sequential reference,1,10000000,1.930142
stencil-250x100,40,10000000,0.306266
sequential reference,1,100000000,10.316083
stencil-250x100,40,100000000,0.797122
sequential reference,1,1000000000,105.998727
stencil-250x100,40,1000000000,5.490403
sequential reference,1,10000000,1.929456
stencil-1000x25,40,10000000,0.325940
stencil-500x50,40,10000000,0.250039
stencil-200x125,40,10000000,0.271144
sequential reference,1,100000000,10.424841
stencil-1000x25,40,100000000,1.208245
stencil-500x50,40,100000000,1.026900
stencil-200x125,40,100000000,0.754926
sequential reference,1,1000000000,105.522996
stencil-1000x25,40,1000000000,9.526426
stencil-500x50,40,1000000000,9.318007
stencil-200x125,40,1000000000,5.834358
sequential reference,1,10000000,1.927373
stencil-1000x25,40,10000000,0.392834
stencil-500x50,40,10000000,0.233783
stencil-200x125,40,10000000,0.301850
sequential reference,1,100000000,10.221635
stencil-1000x25,40,100000000,1.094926
stencil-500x50,40,100000000,1.105546
stencil-200x125,40,100000000,0.765479
sequential reference,1,1000000000,106.056451
stencil-1000x25,40,1000000000,9.556329
stencil-500x50,40,1000000000,9.056908
stencil-200x125,40,1000000000,5.798125
sequential reference,1,10000000,1.912193
stencil-1000x25,40,10000000,0.360940
stencil-500x50,40,10000000,0.256581
stencil-200x125,40,10000000,0.233963
sequential reference,1,100000000,10.259683
stencil-1000x25,40,100000000,1.053375
stencil-500x50,40,100000000,1.143741
stencil-200x125,40,100000000,0.857553
sequential reference,1,1000000000,104.971646
stencil-1000x25,40,1000000000,9.289001
stencil-500x50,40,1000000000,9.332917
stencil-200x125,40,1000000000,5.697151
sequential reference,1,10000000,1.927526
stencil-1000x25,40,10000000,0.323351
stencil-500x50,40,10000000,0.360831
stencil-200x125,40,10000000,0.243678
sequential reference,1,100000000,10.291317
stencil-1000x25,40,100000000,1.068591
stencil-500x50,40,100000000,1.027374
stencil-200x125,40,100000000,0.731443
sequential reference,1,1000000000,104.488735
stencil-1000x25,40,1000000000,9.519358
stencil-500x50,40,1000000000,9.313586
stencil-200x125,40,1000000000,5.470706
sequential reference,1,10000000,1.916212
stencil-1000x25,40,10000000,0.338709
stencil-500x50,40,10000000,0.308210
stencil-200x125,40,10000000,0.348371
sequential reference,1,100000000,10.910158
stencil-1000x25,40,100000000,1.170957
stencil-500x50,40,100000000,1.172258
stencil-200x125,40,100000000,0.760255
sequential reference,1,1000000000,104.965635
stencil-1000x25,40,1000000000,9.465134
stencil-500x50,40,1000000000,9.264480
stencil-200x125,40,1000000000,5.492663
sequential reference,1,10000000,1.934073
stencil-1000x25,40,10000000,0.405782
stencil-500x50,40,10000000,0.385145
stencil-200x125,40,10000000,0.229560
sequential reference,1,100000000,10.254050
stencil-1000x25,40,100000000,1.123359
stencil-500x50,40,100000000,1.091591
stencil-200x125,40,100000000,0.808727
sequential reference,1,1000000000,104.887826
stencil-1000x25,40,1000000000,9.420806
stencil-500x50,40,1000000000,9.144546
stencil-200x125,40,1000000000,5.589544
sequential reference,1,10000000,1.956960
stencil-1000x25,40,10000000,0.373570
stencil-500x50,40,10000000,0.331311
stencil-200x125,40,10000000,0.295527
sequential reference,1,100000000,10.318289
stencil-1000x25,40,100000000,1.066554
stencil-500x50,40,100000000,1.190679
stencil-200x125,40,100000000,0.751888
sequential reference,1,1000000000,105.157321
stencil-1000x25,40,1000000000,9.557604
stencil-500x50,40,1000000000,9.423641
stencil-200x125,40,1000000000,5.391735
sequential reference,1,10000000,1.934767
stencil-1000x25,40,10000000,0.336054
stencil-500x50,40,10000000,0.341908
stencil-200x125,40,10000000,0.328417
sequential reference,1,100000000,10.453672
stencil-1000x25,40,100000000,1.063864
stencil-500x50,40,100000000,1.134113
stencil-200x125,40,100000000,0.858656
sequential reference,1,1000000000,105.571718
stencil-1000x25,40,1000000000,9.702157
stencil-500x50,40,1000000000,9.213127
stencil-200x125,40,1000000000,5.431207
sequential reference,1,10000000,1.918521
stencil-1000x25,40,10000000,0.419054
stencil-500x50,40,10000000,0.365127
stencil-200x125,40,10000000,0.298961
sequential reference,1,100000000,10.249789
stencil-1000x25,40,100000000,1.248933
stencil-500x50,40,100000000,1.221154
stencil-200x125,40,100000000,0.731886
sequential reference,1,1000000000,104.920431
stencil-1000x25,40,1000000000,9.456255
stencil-500x50,40,1000000000,9.475454
stencil-200x125,40,1000000000,5.402577
sequential reference,1,10000000,1.906129
stencil-1000x25,40,10000000,0.301530
stencil-500x50,40,10000000,0.337084
stencil-200x125,40,10000000,0.294631
sequential reference,1,100000000,10.332836
stencil-1000x25,40,100000000,1.142519
stencil-500x50,40,100000000,1.106433
stencil-200x125,40,100000000,0.879308
sequential reference,1,1000000000,105.198666
stencil-1000x25,40,1000000000,9.504981
stencil-500x50,40,1000000000,9.507380
stencil-200x125,40,1000000000,5.602376
sequential reference,1,10000000,1.923897
stencil-1000x25,40,10000000,0.334966
stencil-500x50,40,10000000,0.341098
stencil-200x125,40,10000000,0.279435
sequential reference,1,100000000,10.253693
stencil-1000x25,40,100000000,1.148269
stencil-500x50,40,100000000,1.172908
stencil-200x125,40,100000000,0.811405
sequential reference,1,1000000000,104.543359
stencil-1000x25,40,1000000000,9.602577
stencil-500x50,40,1000000000,9.584266
stencil-200x125,40,1000000000,5.516265
sequential reference,1,10000000,1.917338
stencil-1000x25,40,10000000,0.369724
stencil-500x50,40,10000000,0.283805
stencil-200x125,40,10000000,0.348850
sequential reference,1,100000000,10.390276
stencil-1000x25,40,100000000,1.126240
stencil-500x50,40,100000000,1.135966
stencil-200x125,40,100000000,0.768883
sequential reference,1,1000000000,104.841848
stencil-1000x25,40,1000000000,9.636561
stencil-500x50,40,1000000000,9.547829
stencil-200x125,40,1000000000,5.422407
sequential reference,1,10000000,1.907009
stencil-1000x25,40,10000000,0.359538
stencil-500x50,40,10000000,0.301010
stencil-200x125,40,10000000,0.283105
sequential reference,1,100000000,10.230639
stencil-1000x25,40,100000000,1.318494
stencil-500x50,40,100000000,1.208446
stencil-200x125,40,100000000,0.828530
sequential reference,1,1000000000,104.924726
stencil-1000x25,40,1000000000,9.637008
stencil-500x50,40,1000000000,9.277156
stencil-200x125,40,1000000000,5.596066
sequential reference,1,10000000,1.916451
stencil-1000x25,40,10000000,0.380977
stencil-500x50,40,10000000,0.348474
stencil-200x125,40,10000000,0.248737
sequential reference,1,100000000,10.252521
stencil-1000x25,40,100000000,1.118985
stencil-500x50,40,100000000,1.152246
stencil-200x125,40,100000000,0.804548
sequential reference,1,1000000000,105.039697
stencil-1000x25,40,1000000000,9.447039
stencil-500x50,40,1000000000,9.330840
stencil-200x125,40,1000000000,5.430339
sequential reference,1,10000000,1.907391
