sequential reference,1,10,0.000001
parallel merge,8,10,0.000393
parallel merge,16,10,0.000597
parallel merge,32,10,0.001135
parallel merge,48,10,0.001997
sequential reference,1,100,0.000002
parallel merge,8,100,0.000633
parallel merge,16,100,0.001070
parallel merge,32,100,0.001963
parallel merge,48,100,0.006292
sequential reference,1,1000000,0.016458
parallel merge,8,1000000,0.003376
parallel merge,16,1000000,0.002865
parallel merge,32,1000000,0.005878
parallel merge,48,1000000,0.023501
sequential reference,1,100000000,1.734607
parallel merge,8,100000000,0.232733
parallel merge,16,100000000,0.118385
parallel merge,32,100000000,0.073272
parallel merge,48,100000000,0.094893
sequential reference,1,10,0.000001
parallel merge,8,10,0.000452
parallel merge,16,10,0.000951
parallel merge,32,10,0.002467
parallel merge,48,10,0.003875
sequential reference,1,100,0.000003
parallel merge,8,100,0.001979
parallel merge,16,100,0.018379
parallel merge,32,100,0.011151
parallel merge,48,100,0.058994
sequential reference,1,1000000,0.016621
parallel merge,8,1000000,0.005456
parallel merge,16,1000000,0.020107
parallel merge,32,1000000,0.078252
parallel merge,48,1000000,0.152575
sequential reference,1,100000000,1.758289
parallel merge,8,100000000,0.256639
parallel merge,16,100000000,0.188883
parallel merge,32,100000000,0.355938
parallel merge,48,100000000,0.573374
sequential reference,1,10,0.000001
parallel merge,8,10,0.000865
parallel merge,16,10,0.001744
parallel merge,32,10,0.004007
parallel merge,48,10,0.005821
sequential reference,1,100,0.000002
parallel merge,8,100,0.002129
parallel merge,16,100,0.013185
parallel merge,32,100,0.012249
parallel merge,48,100,0.085105
sequential reference,1,1000000,0.016765
parallel merge,8,1000000,0.005434
parallel merge,16,1000000,0.035969
parallel merge,32,1000000,0.099512
parallel merge,48,1000000,0.158724
sequential reference,1,100000000,1.758456
parallel merge,8,100000000,0.237648
parallel merge,16,100000000,0.193790
parallel merge,32,100000000,0.326906
parallel merge,48,100000000,0.597381
sequential reference,1,10,0.000001
parallel merge,8,10,0.000446
parallel merge,16,10,0.001005
parallel merge,32,10,0.002372
parallel merge,48,10,0.004149
sequential reference,1,100,0.000002
parallel merge,8,100,0.002187
parallel merge,16,100,0.009423
parallel merge,32,100,0.010288
parallel merge,48,100,0.059615
sequential reference,1,1000000,0.016718
parallel merge,8,1000000,0.005089
parallel merge,16,1000000,0.020040
parallel merge,32,1000000,0.085605
parallel merge,48,1000000,0.183721
sequential reference,1,100000000,1.739247
parallel merge,8,100000000,0.249990
parallel merge,16,100000000,0.201997
parallel merge,32,100000000,0.327607
parallel merge,48,100000000,0.722224
sequential reference,1,10,0.000001
parallel merge,8,10,0.000987
parallel merge,16,10,0.001934
parallel merge,32,10,0.004736
parallel merge,48,10,0.006373
sequential reference,1,100,0.000002
parallel merge,8,100,0.002247
parallel merge,16,100,0.021544
parallel merge,32,100,0.013600
parallel merge,48,100,0.067013
sequential reference,1,1000000,0.016693
parallel merge,8,1000000,0.006378
parallel merge,16,1000000,0.021331
parallel merge,32,1000000,0.085138
parallel merge,48,1000000,0.174806
sequential reference,1,100000000,1.745080
parallel merge,8,100000000,0.237993
parallel merge,16,100000000,0.196972
parallel merge,32,100000000,0.358487
parallel merge,48,100000000,0.582938
sequential reference,1,10,0.000001
parallel merge,8,10,0.000448
parallel merge,16,10,0.000984
parallel merge,32,10,0.002351
parallel merge,48,10,0.003869
sequential reference,1,100,0.000002
parallel merge,8,100,0.001484
parallel merge,16,100,0.005200
parallel merge,32,100,0.007784
parallel merge,48,100,0.064614
sequential reference,1,1000000,0.016652
parallel merge,8,1000000,0.005539
parallel merge,16,1000000,0.020028
parallel merge,32,1000000,0.080401
parallel merge,48,1000000,0.174820
sequential reference,1,100000000,1.758206
parallel merge,8,100000000,0.237973
parallel merge,16,100000000,0.202212
parallel merge,32,100000000,0.294213
parallel merge,48,100000000,0.632166
sequential reference,1,10,0.000001
parallel merge,8,10,0.000894
parallel merge,16,10,0.030823
parallel merge,32,10,0.004278
parallel merge,48,10,0.056749
sequential reference,1,100,0.000002
parallel merge,8,100,0.001535
parallel merge,16,100,0.009383
parallel merge,32,100,0.014409
parallel merge,48,100,0.082766
sequential reference,1,1000000,0.016715
parallel merge,8,1000000,0.004329
parallel merge,16,1000000,0.009658
parallel merge,32,1000000,0.071463
parallel merge,48,1000000,0.158430
sequential reference,1,100000000,1.949897
parallel merge,8,100000000,0.250990
parallel merge,16,100000000,0.206341
parallel merge,32,100000000,0.345057
parallel merge,48,100000000,0.748123
sequential reference,1,10,0.000001
parallel merge,8,10,0.000504
parallel merge,16,10,0.000974
parallel merge,32,10,0.002668
parallel merge,48,10,0.046925
sequential reference,1,100,0.000002
parallel merge,8,100,0.002654
parallel merge,16,100,0.027003
parallel merge,32,100,0.009054
parallel merge,48,100,0.081228
sequential reference,1,1000000,0.017306
parallel merge,8,1000000,0.005570
parallel merge,16,1000000,0.014395
parallel merge,32,1000000,0.076861
parallel merge,48,1000000,0.177378
sequential reference,1,100000000,2.369784
parallel merge,8,100000000,0.581257
parallel merge,16,100000000,3.342256
parallel merge,32,100000000,85.871157
parallel merge,48,100000000,0.604519
sequential reference,1,10,0.000001
parallel merge,8,10,0.000571
parallel merge,16,10,0.001080
parallel merge,32,10,0.002623
parallel merge,48,10,0.019733
sequential reference,1,100,0.000002
parallel merge,8,100,0.002349
parallel merge,16,100,0.026771
parallel merge,32,100,0.017105
parallel merge,48,100,0.087441
sequential reference,1,1000000,0.016676
parallel merge,8,1000000,0.004358
parallel merge,16,1000000,0.019278
parallel merge,32,1000000,0.082751
parallel merge,48,1000000,0.199675
sequential reference,1,100000000,1.758373
parallel merge,8,100000000,0.239638
parallel merge,16,100000000,0.193552
parallel merge,32,100000000,0.334665
parallel merge,48,100000000,0.577894
